Date,Seafood_Type,City,Weight_kg,Temperature_C,Fuel_Cost_USD,Demand_Index,Season,Market_Price_USD_per_kg
2014-08-28,Lobster,Chennai,5.94,28.9,2.02,0.29,Low,7.82
2014-08-30,Tilapia,Visakhapatnam,9.7,22.4,1.41,0.42,Low,4.54
2014-09-01,Tilapia,Thiruvananthapuram,6.38,23.4,1.32,0.61,Low,9.04
2014-09-01,Shrimp,Vellore,2.04,19.4,1.63,0.62,High,15.9
2014-09-01,Mackerel,Vellore,6.1,19.0,2.99,0.21,High,5.93
2014-09-02,Shrimp,Kochi,2.43,20.0,1.43,0.46,Low,9.98
2014-09-02,Lobster,Pondicherry,5.97,27.2,1.92,0.35,Low,12.36
2014-09-02,Mackerel,Hyderabad,2.7,26.7,1.92,0.28,Low,5.22
2014-09-02,Salmon,Kochi,7.54,27.5,2.92,0.68,Low,13.46
2014-09-03,Catfish,Pondicherry,7.7,25.0,1.08,0.34,Low,5.61
2014-09-06,Catfish,Mangalore,3.65,23.4,1.48,0.99,High,12.26
2014-09-06,Crab,Panaji,1.35,19.9,1.51,0.91,High,28.07
2014-09-07,Tuna,Mumbai,7.24,27.2,1.1,0.9,Low,13.36
2014-09-07,Tuna,Mangalore,2.38,23.4,2.03,0.67,High,12.91
2014-09-10,Lobster,Bengaluru,5.47,19.3,2.63,0.85,High,34.24
2014-09-10,Tilapia,Daman,3.1,30.3,1.32,0.54,High,8.53
2014-09-11,Cod,Pondicherry,8.82,23.9,2.78,0.54,Low,9.17
2014-09-11,Crab,Hyderabad,8.9,20.1,2.82,0.85,Low,20.79
2014-09-11,Mackerel,Vishakhapatnam,6.36,27.0,1.94,0.83,High,14.62
2014-09-12,Lobster,Mangalore,9.36,21.3,2.84,0.76,Low,21.43
2014-09-12,Tuna,Cuddalore,3.54,28.5,2.81,0.26,Low,3.73
2014-09-13,Lobster,Ahmedabad,5.68,24.5,0.81,0.67,High,23.32
2014-09-13,Crab,Ernakulam,0.77,24.2,1.08,0.35,High,10.89
2014-09-13,Mackerel,Ahmedabad,3.51,26.3,2.84,0.39,High,6.38
2014-09-14,Fish,Chennai,9.41,28.3,1.34,0.39,High,5.57
2014-09-15,Crab,Cuddalore,4.66,25.9,2.98,0.93,Low,19.68
2014-09-15,Cod,Porbandar,3.45,27.2,2.9,0.22,Low,4.57
2014-09-15,Lobster,Mangalore,2.94,19.0,1.59,0.92,High,32.85
2014-09-16,Lobster,Mumbai,6.96,26.6,1.33,0.34,High,12.79
2014-09-17,Crab,Panaji,5.55,30.7,1.15,0.22,High,6.32
2014-09-17,Mackerel,Mangalore,9.25,18.8,1.44,0.4,High,7.87
2014-09-17,Crab,Mumbai,0.54,31.9,2.87,0.92,Low,20.69
2014-09-17,Crab,Visakhapatnam,4.87,26.3,1.85,0.26,High,6.19
2014-09-18,Shrimp,Goa Town,7.78,25.1,1.86,0.34,Low,6.27
2014-09-19,Fish,Ahmedabad,6.83,25.7,1.36,0.58,High,5.66
2014-09-20,Crab,Thiruvananthapuram,8.66,27.7,2.13,0.87,High,21.07
2014-09-21,Salmon,Mangalore,6.89,30.7,2.88,0.64,Low,10.63
2014-09-22,Catfish,Mumbai,7.88,22.9,1.57,0.25,Low,4.32
2014-09-24,Shrimp,Goa Town,3.49,30.6,0.97,0.7,Low,13.34
2014-09-25,Shrimp,Porbandar,1.13,23.4,0.88,0.64,High,14.7
2014-09-25,Tilapia,Hyderabad,7.64,25.4,3.0,0.92,Low,15.1
2014-09-28,Cod,Chennai,9.19,21.9,1.34,0.54,Low,9.48
2014-09-28,Tuna,Panaji,7.28,30.2,2.08,0.64,Low,10.47
2014-09-29,Tuna,Daman,1.04,20.2,2.96,0.51,Low,10.13
2014-09-29,Tilapia,Kochi,6.47,23.1,2.59,0.38,High,8.69
2014-10-02,Mackerel,Porbandar,4.25,29.0,2.87,0.54,High,8.27
2014-10-02,Cod,Kochi,3.28,27.5,2.28,0.62,High,14.23
2014-10-04,Shrimp,Pondicherry,2.6,23.4,1.46,0.84,Low,18.11
2014-10-05,Crab,Visakhapatnam,6.66,22.0,1.7,0.44,Low,11.9
2014-10-06,Tuna,Vellore,3.45,27.8,2.23,0.9,High,14.77
2014-10-08,Mackerel,Mumbai,8.92,23.8,1.99,0.37,Low,6.28
2014-10-09,Crab,Visakhapatnam,4.65,23.0,0.83,0.51,Low,12.21
2014-10-09,Cod,Daman,1.98,22.6,2.3,0.86,High,20.33
2014-10-09,Tilapia,Goa Town,6.36,20.3,1.44,0.66,High,11.79
2014-10-09,Catfish,Daman,6.63,21.1,2.8,0.59,High,10.96
2014-10-10,Salmon,Kochi,1.24,20.0,1.64,0.36,Low,6.81
2014-10-11,Salmon,Surat,0.88,26.2,2.38,0.23,High,2.92
2014-10-11,Salmon,Bengaluru,2.74,24.3,2.41,0.97,Low,18.7
2014-10-15,Mackerel,Mumbai,1.7,26.8,1.79,0.34,High,6.7
2014-10-15,Lobster,Visakhapatnam,2.0,18.6,1.5,0.81,Low,25.04
2014-10-15,Lobster,Ernakulam,9.79,29.3,1.65,0.52,High,18.69
2014-10-17,Salmon,Panaji,0.52,25.5,2.35,0.79,Low,13.66
2014-10-17,Cod,Porbandar,2.18,18.0,2.98,0.36,Low,7.87
2014-10-18,Mackerel,Mumbai,1.16,28.5,1.79,0.96,High,16.73
2014-10-19,Lobster,Surat,5.35,29.7,1.48,0.72,High,23.57
2014-10-19,Salmon,Daman,7.11,30.0,2.82,0.33,High,7.12
2014-10-20,Fish,Mumbai,8.48,21.4,1.93,0.74,High,10.67
2014-10-21,Catfish,Hyderabad,4.69,29.4,0.86,0.47,Low,5.21
2014-10-22,Crab,Goa Town,9.53,21.2,2.65,0.38,Low,10.86
2014-10-23,Salmon,Kochi,4.77,20.2,1.09,0.2,High,6.81
2014-10-23,Shrimp,Thiruvananthapuram,7.19,27.3,1.43,0.88,Low,15.0
2014-10-23,Crab,Mangalore,9.94,19.8,1.41,0.98,High,25.18
2014-10-24,Catfish,Panaji,2.54,19.2,1.02,0.22,Low,3.25
2014-10-24,Mackerel,Surat,8.35,30.3,1.63,0.47,Low,4.76
2014-10-25,Cod,Chennai,9.74,30.3,2.93,0.82,High,17.31
2014-10-25,Salmon,Surat,1.37,30.1,0.94,0.54,Low,7.77
2014-10-25,Tilapia,Pondicherry,8.9,18.5,1.18,0.41,Low,7.39
2014-10-25,Cod,Vishakhapatnam,5.34,20.9,2.66,0.88,High,20.24
2014-10-25,Catfish,Ernakulam,2.34,30.1,1.91,0.74,Low,7.78
2014-10-26,Crab,Kolkata,7.38,21.6,2.02,0.55,High,16.18
2014-10-28,Lobster,Visakhapatnam,8.89,27.4,2.34,0.94,Low,26.95
2014-10-28,Crab,Surat,0.99,21.4,0.93,0.41,Low,9.25
2014-10-28,Lobster,Kochi,2.55,28.0,1.44,0.38,Low,10.62
2014-10-29,Shrimp,Kolkata,8.01,21.1,1.28,0.28,High,7.99
2014-10-30,Cod,Panaji,5.17,22.6,1.25,0.91,High,20.25
2014-10-31,Tilapia,Hyderabad,5.98,23.3,1.41,0.52,High,9.72
2014-10-31,Fish,Porbandar,3.77,19.8,1.17,0.57,Low,5.35
2014-10-31,Shrimp,Hyderabad,9.72,22.3,1.97,0.62,High,17.55
2014-11-01,Crab,Cuddalore,1.51,29.0,2.66,0.89,Low,19.42
2014-11-01,Crab,Bengaluru,8.33,29.8,1.19,0.91,High,23.27
2014-11-01,Shrimp,Chennai,8.2,25.7,2.17,0.88,Low,15.03
2014-11-04,Tuna,Vishakhapatnam,3.16,19.6,2.78,0.7,High,14.26
2014-11-06,Mackerel,Daman,6.4,32.0,2.42,0.89,Low,9.23
2014-11-07,Lobster,Visakhapatnam,6.39,25.8,1.94,0.77,High,26.74
2014-11-09,Cod,Hyderabad,2.12,28.9,2.2,0.81,High,14.43
2014-11-10,Lobster,Kolkata,2.68,18.1,2.34,0.53,High,22.33
2014-11-11,Salmon,Kolkata,1.86,27.9,1.33,0.3,High,7.4
2014-11-12,Cod,Hyderabad,6.24,27.4,1.9,0.7,High,13.7
2014-11-12,Mackerel,Ernakulam,9.49,18.8,2.23,0.55,High,13.76
2014-11-12,Tilapia,Porbandar,6.02,30.6,1.54,0.46,Low,4.23
2014-11-14,Shrimp,Ernakulam,6.14,22.2,3.0,0.31,Low,8.77
2014-11-17,Crab,Panaji,4.3,29.9,1.74,0.3,High,5.37
2014-11-17,Crab,Pondicherry,6.84,27.2,1.25,0.65,Low,14.26
2014-11-18,Catfish,Panaji,2.31,18.6,2.73,0.38,High,8.23
2014-11-19,Tuna,Hyderabad,8.53,30.0,2.96,0.33,High,5.31
2014-11-20,Tilapia,Chennai,5.83,29.6,2.35,0.74,Low,7.72
2014-11-20,Fish,Bengaluru,1.7,20.4,1.19,0.58,High,6.94
2014-11-22,Salmon,Ernakulam,3.07,19.3,2.19,0.46,High,14.16
2014-11-23,Salmon,Mumbai,1.02,19.5,1.39,0.99,Low,22.52
2014-11-24,Crab,Thiruvananthapuram,5.18,22.4,1.83,0.21,High,5.64
2014-11-24,Fish,Kochi,2.13,23.9,1.44,0.55,Low,6.57
2014-11-24,Mackerel,Ernakulam,1.7,18.1,2.02,0.8,Low,12.62
2014-11-25,Tilapia,Bengaluru,3.82,18.6,1.03,0.21,High,7.0
2014-11-25,Mackerel,Pondicherry,6.52,31.9,2.21,0.25,High,4.88
2014-11-25,Cod,Cuddalore,7.65,24.2,1.51,0.22,High,5.57
2014-11-26,Crab,Ahmedabad,4.46,25.2,1.61,0.82,Low,13.86
2014-11-26,Salmon,Visakhapatnam,3.54,18.8,2.24,0.84,High,23.08
2014-11-27,Salmon,Porbandar,9.62,31.1,1.04,0.61,High,10.36
2014-11-27,Catfish,Vishakhapatnam,3.74,22.2,1.5,0.91,Low,7.73
2014-11-29,Tilapia,Daman,4.04,29.1,1.71,0.5,High,7.16
2014-11-30,Cod,Mangalore,7.14,22.9,2.64,0.52,Low,10.49
2014-12-02,Crab,Pondicherry,8.88,22.6,2.25,0.77,Low,18.22
2014-12-04,Mackerel,Ernakulam,7.68,21.3,2.41,0.59,Low,9.62
2014-12-04,Salmon,Kolkata,2.61,25.9,2.96,0.7,Low,12.49
2014-12-04,Tuna,Cuddalore,2.93,24.3,1.22,0.94,Low,13.08
2014-12-05,Crab,Ernakulam,3.27,29.1,2.86,0.51,High,14.15
2014-12-06,Shrimp,Vishakhapatnam,5.92,31.9,1.88,0.69,Low,11.23
2014-12-06,Catfish,Chennai,4.12,19.0,2.98,0.64,Low,8.16
2014-12-07,Fish,Bengaluru,1.01,26.0,1.16,0.81,High,13.01
2014-12-07,Mackerel,Vellore,3.79,22.6,1.68,0.34,High,7.07
2014-12-07,Tilapia,Daman,3.29,30.0,1.68,0.53,Low,5.28
2014-12-08,Tilapia,Mumbai,7.32,29.6,2.42,0.98,Low,11.84
2014-12-10,Salmon,Panaji,3.95,18.1,1.55,0.72,Low,14.11
2014-12-10,Salmon,Daman,9.14,22.5,2.8,0.43,High,11.49
2014-12-13,Lobster,Ahmedabad,7.66,29.7,1.84,0.77,High,25.87
2014-12-13,Catfish,Hyderabad,3.46,20.8,1.16,0.34,Low,6.11
2014-12-14,Tilapia,Porbandar,0.94,19.6,1.3,0.91,Low,11.15
2014-12-15,Crab,Daman,3.05,31.3,2.54,0.53,Low,11.74
2014-12-16,Tuna,Ahmedabad,0.92,28.8,2.85,0.37,Low,4.41
2014-12-17,Fish,Vellore,3.35,25.5,1.8,0.99,Low,10.88
2014-12-17,Fish,Kolkata,9.98,25.3,1.66,0.76,Low,9.54
2014-12-18,Tilapia,Mumbai,4.89,21.4,2.83,0.36,Low,8.01
2014-12-20,Fish,Ernakulam,8.23,31.9,1.63,0.21,Low,0.65
2014-12-20,Catfish,Kolkata,3.04,29.0,2.17,0.21,Low,3.92
2014-12-20,Lobster,Kochi,8.74,31.1,0.89,0.92,Low,25.19
2014-12-22,Tuna,Bengaluru,4.72,28.4,1.28,0.73,High,14.18
2014-12-22,Catfish,Vellore,8.64,31.1,2.23,0.3,Low,1.85
2014-12-23,Tilapia,Hyderabad,6.21,18.6,0.98,0.4,High,6.6
2014-12-24,Tuna,Hyderabad,7.34,25.3,2.31,0.82,Low,14.71
2014-12-25,Tilapia,Hyderabad,2.81,28.4,2.53,0.98,Low,11.46
2014-12-27,Crab,Ernakulam,6.75,23.9,2.31,0.9,Low,21.44
2014-12-28,Shrimp,Porbandar,0.58,19.9,1.75,0.97,Low,19.57
2014-12-29,Shrimp,Kolkata,8.09,30.1,2.64,0.5,Low,10.07
2014-12-29,Shrimp,Porbandar,8.75,29.4,1.07,0.6,High,14.15
2014-12-30,Fish,Ernakulam,5.45,29.9,0.91,0.37,Low,1.76
2014-12-31,Salmon,Hyderabad,5.58,18.7,1.09,0.52,Low,10.29
2015-01-01,Tuna,Mumbai,9.94,29.3,1.38,0.44,High,8.19
2015-01-02,Salmon,Bengaluru,5.98,24.3,1.22,0.27,High,6.54
2015-01-03,Lobster,Porbandar,6.85,30.3,1.15,0.79,High,23.83
2015-01-04,Catfish,Cuddalore,8.8,28.4,2.26,0.26,Low,2.58
2015-01-05,Lobster,Hyderabad,3.99,28.1,0.92,0.81,Low,19.58
2015-01-06,Fish,Porbandar,7.75,24.3,1.92,0.56,Low,8.41
2015-01-06,Mackerel,Pondicherry,7.16,26.7,1.21,0.41,Low,5.49
2015-01-07,Tuna,Goa Town,4.06,20.0,1.51,0.88,High,19.43
2015-01-08,Mackerel,Cuddalore,6.68,24.8,0.93,0.23,Low,3.16
2015-01-08,Mackerel,Thiruvananthapuram,4.68,29.8,1.65,0.43,High,4.27
2015-01-08,Crab,Bengaluru,3.9,28.2,1.1,0.29,Low,6.79
2015-01-08,Fish,Hyderabad,5.38,20.2,0.85,0.52,High,6.61
2015-01-08,Shrimp,Ahmedabad,9.09,22.9,1.71,0.95,Low,16.54
2015-01-09,Tuna,Ahmedabad,2.18,23.3,2.35,0.47,High,9.61
2015-01-10,Fish,Vishakhapatnam,7.73,26.5,1.09,0.85,High,13.32
2015-01-11,Catfish,Kolkata,3.31,21.3,1.91,0.71,Low,7.11
2015-01-13,Tuna,Vellore,7.69,29.3,1.67,0.62,High,10.11
2015-01-14,Lobster,Vishakhapatnam,8.47,20.4,2.55,0.83,Low,25.56
2015-01-15,Crab,Chennai,6.4,29.2,2.92,0.56,Low,11.76
2015-01-15,Tilapia,Porbandar,4.54,30.0,2.72,0.45,Low,4.46
2015-01-16,Crab,Panaji,5.37,19.6,2.54,0.89,Low,23.83
2015-01-17,Tuna,Ernakulam,6.2,21.2,1.59,0.74,High,16.91
2015-01-17,Catfish,Hyderabad,7.89,25.1,2.36,0.36,Low,3.93
2015-01-18,Salmon,Kochi,0.73,27.2,1.41,0.73,High,17.58
2015-01-18,Shrimp,Daman,2.04,18.9,0.98,0.6,Low,14.74
2015-01-19,Tuna,Pondicherry,7.65,29.8,1.04,0.54,Low,7.45
2015-01-20,Cod,Mangalore,8.18,29.4,2.16,0.29,High,6.49
2015-01-20,Salmon,Kochi,4.04,28.2,2.46,0.52,Low,8.53
2015-01-22,Crab,Panaji,0.87,28.4,2.52,0.28,High,9.17
2015-01-23,Tuna,Visakhapatnam,5.38,18.1,2.5,0.31,Low,7.24
2015-01-23,Tuna,Hyderabad,8.95,22.5,0.93,0.53,High,11.69
2015-01-24,Crab,Panaji,2.86,21.2,1.51,0.84,High,24.03
2015-01-26,Fish,Cuddalore,7.23,31.1,1.41,0.62,High,6.16
2015-01-27,Catfish,Cuddalore,9.37,25.0,2.9,0.87,High,9.86
2015-01-27,Salmon,Goa Town,8.46,26.4,1.58,0.25,High,7.9
2015-01-28,Lobster,Thiruvananthapuram,6.92,18.4,2.23,0.29,High,13.48
2015-01-28,Crab,Panaji,8.26,22.4,0.82,0.53,High,15.49
2015-01-30,Salmon,Ernakulam,2.13,30.3,1.68,0.48,Low,7.33
2015-01-30,Lobster,Ernakulam,7.25,18.0,2.31,0.51,Low,17.24
2015-01-31,Fish,Visakhapatnam,4.19,22.4,1.73,0.75,Low,8.47
2015-01-31,Crab,Pondicherry,9.02,23.5,2.24,0.32,High,9.15
2015-02-01,Tilapia,Hyderabad,7.18,28.1,2.42,0.77,Low,10.36
2015-02-02,Salmon,Surat,5.17,27.5,1.88,0.6,Low,11.75
2015-02-02,Salmon,Pondicherry,7.36,29.8,1.89,0.85,High,17.61
2015-02-03,Salmon,Pondicherry,6.04,28.3,2.48,0.54,Low,6.69
2015-02-05,Tilapia,Chennai,9.87,30.8,2.01,0.38,High,5.93
2015-02-06,Tilapia,Vellore,9.91,22.8,2.39,0.43,High,8.06
2015-02-10,Cod,Kochi,7.5,29.2,1.15,0.85,High,14.62
2015-02-10,Crab,Mangalore,5.33,22.9,2.63,0.76,High,23.1
2015-02-11,Mackerel,Thiruvananthapuram,6.84,30.8,0.81,0.58,High,7.64
2015-02-12,Salmon,Mangalore,4.05,29.6,2.73,0.29,High,7.13
2015-02-15,Salmon,Mangalore,4.35,26.0,2.16,0.62,High,13.37
2015-02-17,Catfish,Cuddalore,7.77,28.9,1.98,0.37,High,4.64
2015-02-18,Lobster,Visakhapatnam,2.62,20.7,1.84,0.87,High,31.75
2015-02-19,Salmon,Vellore,4.2,20.7,2.97,0.38,High,9.96
2015-02-19,Tuna,Pondicherry,8.03,25.3,2.87,0.82,Low,13.97
2015-02-19,Tilapia,Thiruvananthapuram,8.42,23.3,1.14,0.93,Low,9.91
2015-02-20,Mackerel,Ernakulam,5.81,18.3,2.86,0.64,Low,13.34
2015-02-21,Crab,Porbandar,7.62,25.6,1.07,0.73,Low,13.31
2015-02-23,Tuna,Porbandar,4.47,20.3,2.48,0.21,Low,6.97
2015-02-23,Fish,Ernakulam,3.19,25.2,1.32,0.87,High,13.21
2015-02-24,Salmon,Mumbai,1.0,30.8,2.88,0.44,Low,7.97
2015-02-28,Mackerel,Daman,8.44,26.9,1.49,0.44,Low,5.34
2015-02-28,Catfish,Kolkata,4.11,28.2,1.34,0.48,High,3.93
2015-03-01,Fish,Mumbai,1.85,26.6,2.78,0.66,High,8.61
2015-03-06,Lobster,Chennai,9.97,22.2,2.67,0.88,Low,25.77
2015-03-07,Catfish,Ahmedabad,0.93,30.9,2.8,0.94,Low,11.12
2015-03-07,Salmon,Surat,2.85,24.2,1.94,0.42,Low,8.38
2015-03-08,Tilapia,Vellore,6.76,28.2,1.68,0.35,Low,3.57
2015-03-10,Lobster,Panaji,9.86,29.5,1.68,0.73,Low,21.6
2015-03-10,Catfish,Pondicherry,4.67,31.3,1.93,0.78,High,9.59
2015-03-12,Crab,Thiruvananthapuram,8.33,30.2,0.86,0.77,High,19.0
2015-03-12,Fish,Ahmedabad,3.26,30.7,2.3,0.6,High,8.08
2015-03-13,Tuna,Ernakulam,3.53,30.9,2.81,0.47,Low,7.8
2015-03-13,Lobster,Hyderabad,9.79,21.9,2.94,0.43,Low,15.19
2015-03-14,Cod,Porbandar,3.98,20.1,1.35,0.68,High,13.78
2015-03-14,Shrimp,Panaji,5.2,20.4,1.39,0.5,High,14.58
2015-03-15,Lobster,Mumbai,6.17,19.7,1.97,0.58,High,26.98
2015-03-16,Crab,Panaji,9.19,18.4,1.81,0.56,High,17.81
2015-03-16,Mackerel,Vellore,7.73,20.6,1.22,0.4,High,7.99
2015-03-16,Lobster,Kolkata,9.6,20.4,1.24,0.79,High,29.74
2015-03-17,Lobster,Mangalore,3.27,18.2,1.99,0.33,High,15.45
2015-03-17,Lobster,Panaji,3.7,19.8,1.63,0.49,High,21.58
2015-03-19,Tuna,Goa Town,4.69,29.2,1.22,0.66,Low,9.76
2015-03-20,Lobster,Thiruvananthapuram,9.58,23.8,0.96,0.78,Low,21.31
2015-03-20,Fish,Kochi,3.37,27.4,2.76,0.26,High,6.93
2015-03-21,Lobster,Daman,1.83,19.2,1.98,0.91,Low,30.29
2015-03-21,Fish,Vellore,8.08,29.3,1.83,0.39,High,4.04
2015-03-23,Tilapia,Thiruvananthapuram,5.7,18.3,1.47,0.69,Low,10.16
2015-03-24,Tilapia,Ahmedabad,6.86,29.4,2.61,0.39,High,4.52
2015-03-24,Catfish,Hyderabad,6.84,26.5,2.26,0.57,High,8.68
2015-03-27,Salmon,Bengaluru,9.17,28.1,1.59,0.54,High,11.89
2015-03-27,Tuna,Mumbai,3.2,30.6,0.85,0.5,Low,6.55
2015-03-30,Lobster,Ernakulam,6.1,20.3,1.71,0.49,High,18.25
2015-03-30,Tilapia,Mumbai,4.04,20.5,2.81,0.58,High,12.46
2015-03-31,Tilapia,Hyderabad,0.61,27.3,1.56,0.45,High,5.2
2015-04-01,Salmon,Kochi,3.1,25.4,2.03,0.47,High,10.7
2015-04-01,Tilapia,Chennai,6.11,26.3,3.0,0.55,High,11.87
2015-04-01,Shrimp,Panaji,3.03,24.8,2.51,0.62,Low,14.01
2015-04-02,Tuna,Kochi,5.25,30.8,1.58,0.49,High,9.09
2015-04-03,Crab,Cuddalore,4.05,20.4,1.49,0.62,Low,12.8
2015-04-04,Tuna,Ahmedabad,8.83,26.2,1.06,0.65,Low,11.36
2015-04-04,Shrimp,Chennai,3.44,28.7,2.86,0.4,High,10.6
2015-04-06,Shrimp,Visakhapatnam,7.79,18.6,2.21,0.78,Low,16.84
2015-04-06,Salmon,Thiruvananthapuram,3.06,20.4,1.35,0.26,Low,6.39
2015-04-07,Salmon,Kochi,1.17,25.7,2.5,0.41,Low,8.05
2015-04-08,Lobster,Goa Town,3.26,22.9,2.94,0.76,Low,25.4
2015-04-09,Lobster,Chennai,3.05,29.0,1.36,0.62,High,21.72
2015-04-09,Salmon,Ahmedabad,6.88,21.8,2.8,0.26,High,8.21
2015-04-09,Fish,Daman,8.0,19.4,2.76,0.78,Low,11.93
2015-04-15,Lobster,Vishakhapatnam,5.61,30.9,2.37,0.65,Low,18.13
2015-04-15,Salmon,Kochi,4.1,28.2,1.71,0.27,High,6.67
2015-04-15,Tilapia,Kochi,5.65,24.0,2.83,0.25,High,7.2
2015-04-16,Cod,Kochi,9.8,20.6,2.36,0.79,High,17.48
2015-04-18,Mackerel,Goa Town,1.88,29.9,0.82,0.49,High,7.63
2015-04-18,Lobster,Chennai,1.63,25.0,2.14,0.99,Low,28.22
2015-04-19,Catfish,Ahmedabad,7.06,30.3,2.2,0.75,Low,7.65
2015-04-19,Shrimp,Kochi,3.44,19.5,2.36,0.93,Low,21.39
2015-04-20,Tilapia,Daman,2.73,20.2,2.97,0.85,High,12.65
2015-04-23,Fish,Daman,5.74,23.8,1.98,0.84,High,12.83
2015-04-23,Fish,Pondicherry,3.19,27.6,1.78,0.58,High,9.57
2015-04-25,Lobster,Kochi,9.9,19.1,1.67,0.44,Low,17.31
2015-04-26,Catfish,Mumbai,6.89,24.9,1.82,0.34,Low,2.37
2015-04-26,Cod,Thiruvananthapuram,6.04,25.2,2.95,0.8,Low,11.64
2015-04-27,Crab,Bengaluru,2.32,31.2,2.22,0.7,High,17.26
2015-04-28,Shrimp,Mangalore,9.49,27.5,2.09,0.23,High,5.28
2015-04-29,Salmon,Thiruvananthapuram,8.91,27.3,1.58,0.8,High,15.61
2015-04-30,Catfish,Kochi,4.93,29.7,1.4,0.33,Low,4.24
2015-05-01,Crab,Pondicherry,8.4,30.5,2.83,0.77,Low,15.83
2015-05-02,Cod,Kolkata,2.45,22.1,2.36,0.9,Low,15.67
2015-05-04,Fish,Porbandar,1.12,27.7,2.15,0.79,High,9.33
2015-05-04,Catfish,Kolkata,3.98,28.0,2.05,0.37,Low,1.87
2015-05-05,Catfish,Hyderabad,9.15,25.2,2.12,0.58,High,6.87
2015-05-07,Fish,Hyderabad,4.39,28.8,1.82,0.53,High,5.94
2015-05-07,Cod,Hyderabad,5.3,26.7,1.86,0.26,High,6.53
2015-05-08,Mackerel,Kolkata,9.2,20.6,1.58,0.5,High,8.66
2015-05-08,Tilapia,Daman,5.2,20.6,1.57,0.93,High,15.72
2015-05-08,Crab,Hyderabad,7.78,26.7,2.94,0.44,High,12.6
2015-05-09,Tilapia,Thiruvananthapuram,2.14,26.4,1.15,0.8,Low,7.93
2015-05-10,Cod,Surat,2.72,25.2,2.72,0.51,High,9.55
2015-05-10,Salmon,Kolkata,5.41,24.4,2.1,0.99,Low,17.03
2015-05-10,Lobster,Panaji,4.64,22.4,2.53,0.69,Low,22.56
2015-05-12,Catfish,Ernakulam,8.92,31.5,1.37,0.67,High,8.12
2015-05-12,Salmon,Ahmedabad,3.04,20.6,2.99,0.29,High,7.25
2015-05-13,Crab,Vishakhapatnam,9.88,22.4,2.36,0.33,Low,7.92
2015-05-14,Shrimp,Cuddalore,2.88,27.0,2.99,0.94,High,20.97
2015-05-15,Fish,Vishakhapatnam,6.87,25.6,1.99,0.38,High,7.48
2015-05-16,Tuna,Thiruvananthapuram,5.09,25.2,1.9,0.93,Low,13.42
2015-05-16,Mackerel,Cuddalore,3.96,20.3,1.3,0.32,High,7.05
2015-05-18,Lobster,Porbandar,4.55,26.9,2.11,0.36,High,11.68
2015-05-19,Lobster,Kochi,1.77,21.5,1.55,0.78,High,29.47
2015-05-19,Tilapia,Mangalore,2.65,25.0,1.46,0.67,Low,8.12
2015-05-21,Mackerel,Mumbai,5.88,22.7,2.64,0.23,Low,4.38
2015-05-22,Cod,Panaji,3.69,19.5,2.24,0.46,High,9.8
2015-05-23,Salmon,Cuddalore,6.86,18.4,2.27,0.8,High,19.33
2015-05-25,Catfish,Ernakulam,9.95,18.4,1.21,0.6,High,10.96
2015-05-26,Fish,Vishakhapatnam,6.96,25.7,2.4,0.64,High,11.04
2015-05-26,Salmon,Kolkata,5.74,19.7,1.6,0.64,High,18.12
2015-05-26,Shrimp,Vellore,6.37,21.2,2.63,0.63,High,16.67
2015-05-27,Tilapia,Ahmedabad,1.26,22.6,2.77,0.44,Low,6.92
2015-05-27,Salmon,Hyderabad,4.93,30.6,2.98,0.89,High,19.52
2015-05-29,Fish,Vellore,5.45,24.5,1.52,0.21,Low,0.5
2015-05-29,Tilapia,Pondicherry,3.15,31.9,2.06,0.29,Low,3.07
2015-05-29,Catfish,Hyderabad,7.55,18.6,2.23,0.61,High,8.69
2015-05-30,Cod,Surat,4.09,20.9,1.98,0.84,High,17.64
2015-05-31,Shrimp,Vishakhapatnam,4.34,27.5,1.87,0.46,High,10.75
2015-06-01,Lobster,Daman,0.85,26.8,1.6,0.43,Low,11.46
2015-06-01,Shrimp,Pondicherry,4.18,24.0,2.3,0.81,High,20.46
2015-06-01,Cod,Panaji,1.59,20.4,2.58,0.8,Low,16.0
2015-06-02,Lobster,Surat,8.11,20.4,2.14,0.91,High,31.41
2015-06-02,Cod,Porbandar,8.47,24.9,1.63,0.34,High,6.44
2015-06-04,Lobster,Hyderabad,7.05,18.7,1.01,0.72,High,28.4
2015-06-04,Mackerel,Panaji,9.2,29.5,2.49,0.59,High,10.82
2015-06-05,Mackerel,Ahmedabad,7.39,19.0,0.86,0.27,High,4.6
2015-06-06,Fish,Kochi,6.41,25.4,1.62,0.73,Low,8.04
2015-06-07,Salmon,Hyderabad,5.11,20.7,1.71,0.41,High,11.77
2015-06-09,Fish,Vellore,9.49,26.9,2.12,0.93,Low,9.04
2015-06-09,Crab,Cuddalore,8.78,24.4,1.68,0.89,High,23.42
2015-06-11,Shrimp,Cuddalore,8.66,19.0,1.17,0.44,Low,11.47
2015-06-11,Salmon,Goa Town,1.6,29.1,2.68,0.56,High,11.36
2015-06-14,Tilapia,Pondicherry,4.0,26.8,1.7,0.54,Low,6.58
2015-06-15,Tuna,Visakhapatnam,6.1,22.8,1.1,0.54,High,12.17
2015-06-16,Lobster,Kochi,6.84,27.1,0.87,0.89,High,35.24
2015-06-16,Fish,Mangalore,3.03,29.0,1.88,0.82,High,10.52
